0,0,0,0
0,0,1,0
0,1,0,0
0,1,1,0
1,0,0,0
1,0,1,0
1,1,0,0
1,1,1,0
2,0,0,0
2,0,1,0
2,1,0,0
2,1,1,0
3,0,0,0
3,0,1,0
3,1,0,0
3,1,1,0
4,0,0,10
4,0,1,0
4,1,0,0
4,1,1,0
5,0,0,0
5,0,1,0
5,1,0,0
5,1,1,0
6,0,0,0
6,0,1,0
6,1,0,0
6,1,1,0
7,0,0,0
7,0,1,0
7,1,0,0
7,1,1,0
8,0,0,0
8,0,1,0
8,1,0,0
8,1,1,0
9,0,0,10
9,0,1,0
9,1,0,0
9,1,1,0
10,0,0,0
10,0,1,0
10,1,0,0
10,1,1,0

0,0,0,0
0,0,1,0
0,1,0,0
0,1,1,0
1,0,0,0
1,0,1,0
1,1,0,0
1,1,1,0
2,0,0,0
2,0,1,0
2,1,0,0
2,1,1,0
3,0,0,0.1
3,0,1,0
3,1,0,0
3,1,1,0
4,0,0,9.9
4,0,1,-0.1
4,1,0,-0.1
4,1,1,0
5,0,0,0.1
5,0,1,0
5,1,0,0
5,1,1,0
6,0,0,0
6,0,1,0
6,1,0,0
6,1,1,0
7,0,0,0
7,0,1,0
7,1,0,0
7,1,1,0
8,0,0,0.1
8,0,1,0
8,1,0,0
8,1,1,0
9,0,0,9.9
9,0,1,-0.1
9,1,0,-0.1
9,1,1,0
10,0,0,-0.1
10,0,1,0
10,1,0,0
10,1,1,0

0,0,0,0
0,0,1,0
0,1,0,0
0,1,1,0
1,0,0,0
1,0,1,0
1,1,0,0
1,1,1,0
2,0,0,0.001
2,0,1,0
2,1,0,0
2,1,1,0
3,0,0,0.148
3,0,1,-0.002
3,1,0,-0.002
3,1,1,0
4,0,0,9.801
4,0,1,-0.2
4,1,0,-0.2
4,1,1,0.002
5,0,0,0.198
5,0,1,-0.002
5,1,0,-0.002
5,1,1,0
6,0,0,0.001
6,0,1,0
6,1,0,0
6,1,1,0
7,0,0,0.001
7,0,1,0
7,1,0,0
7,1,1,0
8,0,0,0.198
8,0,1,-0.002
8,1,0,-0.002
8,1,1,0
9,0,0,9.799
9,0,1,-0.2
9,1,0,-0.2
9,1,1,0.002
10,0,0,-0.201
10,0,1,0.002
10,1,0,0.002
10,1,1,0

0,0,0,0
0,0,1,0
0,1,0,0
0,1,1,0
1,0,0,1e-05
1,0,1,0
1,1,0,0
1,1,1,0
2,0,0,0.00242
2,0,1,-3e-05
2,1,0,-3e-05
2,1,1,0
3,0,0,0.0571537
3,0,1,-0.00555
3,1,0,-0.00555
3,1,1,6e-05
4,0,0,9.45743
4,0,1,-0.30003
4,1,0,-0.30003
4,1,1,0.00606
5,0,0,0.294
5,0,1,-0.006
5,1,0,-0.006
5,1,1,6e-05
6,0,0,0.00298
6,0,1,-3e-05
6,1,0,-3e-05
6,1,1,0
7,0,0,0.00298
7,0,1,-3e-05
7,1,0,-3e-05
7,1,1,0
8,0,0,0.29398
8,0,1,-0.006
8,1,0,-0.006
8,1,1,6e-05
9,0,0,9.69698
9,0,1,-0.29997
9,1,0,-0.29997
9,1,1,0.00606
10,0,0,-0.30297
10,0,1,0.00609
10,1,0,0.00609
10,1,1,-6e-05

0,0,0,1e-07
0,0,1,0
0,1,0,0
0,1,1,0
1,0,0,2.18989e-05
1,0,1,-4e-07
1,1,0,-4e-07
1,1,1,0
2,0,0,0.0026088
2,0,1,-0.000110151
2,1,0,-0.000110151
2,1,1,1.2e-06
3,0,0,-0.0180188
3,0,1,-0.0096525
3,1,0,-0.00964524
3,1,1,0.000233252
4,0,0,8.35906
4,0,1,-0.398428
4,1,0,-0.398419
4,1,1,0.0122436
5,0,0,0.385177
5,0,1,-0.012
5,1,0,-0.012
5,1,1,0.0002424
6,0,0,0.0059194
6,0,1,-0.0001204
6,1,0,-0.0001204
6,1,1,1.2e-06
7,0,0,0.0059192
7,0,1,-0.0001204
7,1,0,-0.0001204
7,1,1,1.2e-06
8,0,0,0.38792
8,0,1,-0.0119992
8,1,0,-0.0119992
8,1,1,0.0002424
9,0,0,9.59392
9,0,1,-0.399878
9,1,0,-0.399878
9,1,1,0.0122412
10,0,0,-0.405877
10,0,1,0.0123624
10,1,0,0.0123624
10,1,1,-0.000246

0,0,0,3.07283e-07
0,0,1,-5e-09
0,1,0,-5e-09
0,1,1,0
1,0,0,1.54247e-05
1,0,1,-1.7733e-06
1,1,0,-1.7733e-06
1,1,1,2e-08
2,0,0,0.00153739
2,0,1,-0.00023607
2,1,0,-0.000235986
2,1,1,5.77064e-06
3,0,0,0.142469
3,0,1,-0.0157114
3,1,0,-0.0156332
3,1,1,0.000553244
4,0,0,-4.15895
4,0,1,-0.490819
4,1,0,-0.49048
4,1,1,0.0205797
5,0,0,0.462583
5,0,1,-0.0199575
5,1,0,-0.0199572
5,1,1,0.00061212
6,0,0,0.00976839
6,0,1,-0.00030199
6,1,0,-0.00030199
6,1,1,6.08e-06
7,0,0,0.00979599
7,0,1,-0.00030198
7,1,0,-0.00030198
7,1,1,6.08e-06
8,0,0,0.479799
8,0,1,-0.019996
8,1,0,-0.019996
8,1,1,0.00061208
9,0,0,9.4898
9,0,1,-0.49969
9,1,0,-0.49969
9,1,1,0.020606
10,0,0,-0.509687
10,0,1,0.020912
10,1,0,0.020912
10,1,1,-0.00063042

0,0,0,4.0847e-07
0,0,1,-2.60086e-08
0,1,0,-2.60085e-08
0,1,1,3e-10
1,0,0,4.44079e-06
1,0,1,-4.63327e-06
1,1,0,-4.63226e-06
1,1,1,1.13342e-07
2,0,0,0.00206953
2,0,1,-0.000423681
2,1,0,-0.000422641
2,1,1,1.61756e-05
3,0,0,1.29015
3,0,1,-0.0286087
3,1,0,-0.0282664
3,1,1,0.00107288
4,0,0,115.919
4,0,1,-0.50088
4,1,0,-0.482436
4,1,1,0.0309884
5,0,0,0.39635
5,0,1,-0.0297244
5,1,0,-0.0297114
5,1,1,0.00123546
6,0,0,0.0143853
6,0,1,-0.000605232
6,1,0,-0.000605229
6,1,1,1.84842e-05
7,0,0,0.0145876
7,0,1,-0.000605878
7,1,0,-0.000605878
7,1,1,1.84836e-05
8,0,0,0.569597
8,0,1,-0.0299877
8,1,0,-0.0299877
8,1,1,0.00123648
9,0,0,9.38461
9,0,1,-0.59937
9,1,0,-0.59937
9,1,1,0.0312178
10,0,0,-0.61436
10,0,1,0.0318359
10,1,0,0.0318359
10,1,1,-0.00129254

0,0,0,3.58807e-07
0,0,1,-7.79139e-08
0,1,0,-7.79036e-08
0,1,1,1.9641e-09
1,0,0,1.65459e-05
1,0,1,-1.01355e-05
1,1,0,-1.01222e-05
1,1,1,3.66603e-07
2,0,0,0.0146886
2,0,1,-0.000781697
2,1,0,-0.000776294
2,1,1,3.56691e-05
3,0,0,-1047.12
3,0,1,-0.0458755
3,1,0,-0.0441835
3,1,1,0.00191787
4,0,0,375837
4,0,1,-2.37784
4,1,0,386.086
4,1,1,0.0424644
5,0,0,-653.203
5,0,1,-0.0411224
5,1,0,-0.0395448
5,1,1,0.00217663
6,0,0,0.0183076
6,0,1,-0.00105834
6,1,0,-0.00105819
6,1,1,4.36828e-05
7,0,0,0.0202692
7,0,1,-0.00106356
7,1,0,-0.00106356
7,1,1,4.37053e-05
8,0,0,0.657293
8,0,1,-0.0419709
8,1,0,-0.0419709
8,1,1,0.00218569
9,0,0,9.27833
9,0,1,-0.698879
9,1,0,-0.698879
9,1,1,0.0441411
10,0,0,-0.719857
10,0,1,0.0452337
10,1,0,0.0452337
10,1,1,-0.00231899

0,0,0,4.20173e-07
0,0,1,-1.89032e-07
0,1,0,-1.88885e-07
0,1,1,7.24532e-09
1,0,0,0.000129072
1,0,1,-2.15507e-05
1,1,0,-2.14717e-05
1,1,1,9.12657e-07
2,0,0,-10.5907
2,0,1,-0.00148358
2,1,0,-0.00145567
2,1,1,7.05466e-05
3,0,0,-3.19731e+11
3,0,1,8.52866
3,1,0,3362.53
3,1,1,0.00319852
4,0,0,-4.58486e+14
4,0,1,-3378.66
4,1,0,1.17534e+11
4,1,1,-2.09179
5,0,0,-3.98485e+11
5,0,1,3.08164
5,1,0,3005.62
5,1,1,0.00347698
6,0,0,-8.01316
6,0,1,-0.00168855
6,1,0,-0.00166102
6,1,1,8.83606e-05
7,0,0,0.0267988
7,0,1,-0.00170675
7,1,0,-0.00170675
7,1,1,8.85814e-05
8,0,0,0.742866
8,0,1,-0.0559411
8,1,0,-0.0559411
8,1,1,0.00353253
9,0,0,9.17095
9,0,1,-0.798177
9,1,0,-0.798177
9,1,1,0.0594416
10,0,0,-0.826133
10,0,1,0.0612073
10,1,0,0.0612073
10,1,1,-0.00380422

0,0,0,1.5646e-06
0,0,1,-4.28907e-07
0,1,0,-4.27938e-07
0,1,1,2.02905e-08
1,0,0,-0.0992266
1,0,1,-4.65903e-05
1,1,0,-4.61741e-05
1,1,1,1.98441e-06
2,0,0,-7.72768e+12
2,0,1,-1.3428
2,1,0,96284.1
2,1,1,0.000131097
3,0,0,1.11824e+34
3,0,1,3.06383e+09
3,1,0,3.00985e+22
3,1,1,-18.3075
4,0,0,-8.01044e+37
4,0,1,4.37235e+12
4,1,0,-4.1054e+33
4,1,1,-1.14272e+09
5,0,0,5.56793e+34
5,0,1,3.88612e+09
5,1,0,2.69082e+22
5,1,1,-12.6323
6,0,0,-1.30767e+14
6,0,1,-4.08201
6,1,0,97465.2
6,1,1,0.000160105
7,0,0,-0.155846
7,0,1,-0.00256904
7,1,0,-0.00256731
7,1,1,0.000161583
8,0,0,0.826291
8,0,1,-0.0718928
8,1,0,-0.0718928
8,1,1,0.00535263
9,0,0,9.06244
9,0,1,-0.897221
9,1,0,-0.897221
9,1,1,0.0771857
10,0,0,-0.933141
10,0,1,0.0798606
10,1,0,0.0798606
10,1,1,-0.00585103

0,0,0,-0.000985796
0,0,1,-9.70098e-07
0,1,0,-9.64763e-07
0,1,1,4.87951e-08
1,0,0,9.68804e+12
1,0,1,-0.243254
1,1,0,7.37402e+07
1,1,1,4.00149e-06
2,0,0,7.55571e+68
2,0,1,1.67285e+17
2,1,0,6.48512e+45
2,1,1,-528.931
3,0,0,7.83656e+93
3,0,1,-1.04268e+32
3,1,0,-2.94314e+78
3,1,1,-2.9051e+20
4,0,0,3.9256e+98
4,0,1,7.50305e+35
4,1,0,-2.87158e+93
4,1,1,3.82381e+31
5,0,0,3.12036e+95
5,0,1,-5.24068e+32
5,1,0,-5.23361e+79
5,1,1,-2.59405e+20
6,0,0,5.08677e+71
6,0,1,2.59927e+18
6,1,0,5.86982e+45
6,1,1,-504.29
7,0,0,-4.31344e+13
7,0,1,-27.3123
7,1,0,3.68029e+09
7,1,1,0.000272905
8,0,0,0.736645
8,0,1,-0.0898231
8,1,0,-0.0898198
8,1,1,0.00772454
9,0,0,8.9528
9,0,1,-0.995966
9,1,0,-0.995966
9,1,1,0.0974407
10,0,0,-1.04083
10,0,1,0.1013
10,1,0,0.1013
10,1,1,-0.00857116

0,0,0,-0.000985796
0,0,1,-9.70098e-07
0,1,0,-9.64763e-07
0,1,1,4.87951e-08
1,0,0,9.68804e+12
1,0,1,-0.243254
1,1,0,7.37402e+07
1,1,1,4.00149e-06
2,0,0,7.55571e+68
2,0,1,1.67285e+17
2,1,0,6.48512e+45
2,1,1,-528.931
3,0,0,7.83656e+93
3,0,1,-1.04268e+32
3,1,0,-2.94314e+78
3,1,1,-2.9051e+20
4,0,0,3.9256e+98
4,0,1,7.50305e+35
4,1,0,-2.87158e+93
4,1,1,3.82381e+31
5,0,0,3.12036e+95
5,0,1,-5.24068e+32
5,1,0,-5.23361e+79
5,1,1,-2.59405e+20
6,0,0,5.08677e+71
6,0,1,2.59927e+18
6,1,0,5.86982e+45
6,1,1,-504.29
7,0,0,-4.31344e+13
7,0,1,-27.3123
7,1,0,3.68029e+09
7,1,1,0.000272905
8,0,0,0.736645
8,0,1,-0.0898231
8,1,0,-0.0898198
8,1,1,0.00772454
9,0,0,8.9528
9,0,1,-0.995966
9,1,0,-0.995966
9,1,1,0.0974407
10,0,0,-1.04083
10,0,1,0.1013
10,1,0,0.1013
10,1,1,-0.00857116

