0,1.46077e-05
0.1,6.8508e-05
0.2,0.000335379
0.3,0.00148279
0.4,0.00586838
0.5,0.0206873
0.6,0.0646477
0.7,0.178326
0.8,0.432907
0.9,0.924436
1,1.74245
1.1,0.924436
1.2,0.432907
1.3,0.178326
1.4,0.0646477
1.5,0.0206873
1.6,0.00586839
1.7,0.00148283
1.8,0.000335652
1.9,7.02771e-05
2,2.50457e-05
2.1,7.02771e-05
2.2,0.000335652
2.3,0.00148283
2.4,0.0058684
2.5,0.0206874
2.6,0.0646488
2.7,0.178335
2.8,0.43298
2.9,0.924961
3,1.74583
3.1,0.924932
3.2,0.432948
3.3,0.178322
3.4,0.0646634
3.5,0.0207214
3.6,0.00590567
3.7,0.00151122
3.8,0.000351941
3.9,7.58955e-05
4,1.53761e-05
4.1,2.89605e-06
4.2,4.6987e-07
4.3,6.41402e-08
4.4,7.94768e-09
4.5,9.06558e-10
4.6,9.56744e-11
4.7,9.3449e-12
4.8,8.44235e-13
4.9,7.05236e-14
5,5.42271e-15
